row_id,video_file,camera_file,frame_count,experiment,experiment_id,experiment_chr,experiment_num,ms4_block_flag,ms4_target_experiment,experiment_type,is_control,is_target_species,culture,well,days_from_start,species,site,season,collection_site,toxin_exposure,particle_type,particle_class,size_class,lux_exposure,ntu,cu_ug_l,bw_ug_l,mass_loading_ug_l,mobile_cell_count,stationary_cell_count,total_cells,motility_ratio,tile,tile_count,count_date_yyyy_mm_dd,start_date_yyyy_mm_dd,collection_date,release,year,preparation,comment,species_std,qc_recalc_total_cells,qc_recalc_motility_ratio,flag_missing_response_counts,flag_total_cell_count_le_zero,flag_inconsistent_count_totals,flag_missing_key_predictor,flag_unexpected_frame_count,flag_impossible_date_sequences,flag_negative_mobile_count,flag_negative_stationary_count,flag_negative_ntu,flag_negative_lux,flag_negative_mass_loading,qc_n_flags,qc_any_flag,qc_flag_reason,qc_flag_reason_pretty,exclude_missing_response_counts,exclude_total_cell_count_le_zero,exclude_missing_key_predictor,exclude_negative_mobile_count,exclude_negative_stationary_count,exclude_inconsistent_count_totals,exclude_unexpected_frame_count,exclude_impossible_date_sequences,exclude_negative_ntu,exclude_negative_lux,exclude_negative_mass_loading,exclusion_flag,exclusion_reason,exclusion_reason_pretty
173,C1685,20241028_C1685_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,47.1,24181,4,L. hyperborea,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,51788,70991,122779,0.42179851603287205,none,NA,NA,NA,NA,NA,2024,NA,Dover Ind 1,Laminaria hyperborea,122779,0.42179851603287205,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
174,C1686,20241028_C1686_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,47.1,24182,4,L. hyperborea,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,31434,32060,63494,0.49507040035278926,none,NA,NA,NA,NA,NA,2024,NA,Dover Ind 1,Laminaria hyperborea,63494,0.49507040035278926,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
175,C1687,20241028_C1687_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,47.1,24183,4,L. hyperborea,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,57185,19292,76477,0.7477411509342679,none,NA,NA,NA,NA,NA,2024,NA,Dover Ind 1,Laminaria hyperborea,76477,0.7477411509342679,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
176,C1688,20241028_C1688_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,47.2,24184,4,L. hyperborea,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,32148,25448,57596,0.5581637613723175,none,NA,NA,NA,NA,NA,2024,NA,Dover Ind 2,Laminaria hyperborea,57596,0.5581637613723175,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
177,C1689,20241028_C1689_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,47.2,24185,4,L. hyperborea,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,3069,4887,7956,0.38574660633484165,none,NA,NA,NA,NA,NA,2024,NA,Dover Ind 2,Laminaria hyperborea,7956,0.38574660633484165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
178,C1690,20241028_C1690_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,47.2,24186,1,L. hyperborea,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,40992,29286,70278,0.5832835311192692,none,NA,NA,NA,NA,NA,2024,NA,Dover Ind 2,Laminaria hyperborea,70278,0.5832835311192692,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
179,C1691,20241107_C1691_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,7,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,26681,21239,47920,0.5567821368948247,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,47920,0.5567821368948247,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
180,C1692,20241107_C1692_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,7,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,35241,26755,61996,0.568439899348345,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,61996,0.568439899348345,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
181,C1693,20241107_C1693_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,8,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,309,993,1302,0.23732718894009217,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1302,0.23732718894009217,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
182,C1694,20241107_C1694_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24191,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,28671,23041,51712,0.5544361076732673,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,51712,0.5544361076732673,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
183,C1695,20241107_C1695_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24192,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,492,1146,1638,0.30036630036630035,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,1638,0.30036630036630035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
184,C1696,20241107_C1696_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24193,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,121,550,671,0.18032786885245902,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,671,0.18032786885245902,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
185,C1697,20241107_C1697_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24194,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,32305,26424,58729,0.5500689608200378,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,58729,0.5500689608200378,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
186,C1698,20241107_C1698_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24195,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,6162,5591,11753,0.5242916702118608,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,11753,0.5242916702118608,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
187,C1699,20241107_C1699_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24196,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,32983,24680,57663,0.5719959072542184,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,57663,0.5719959072542184,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
188,C1700,20241107_C1700_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24201,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,31564,26540,58104,0.5432328239019689,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,58104,0.5432328239019689,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
189,C1701,20241107_C1701_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24202,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,99,567,666,0.14864864864864866,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,666,0.14864864864864866,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
190,C1702,20241107_C1702_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24203,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,277,843,1120,0.24732142857142858,none,NA,NA,NA,NA,NA,2024,NA,1 disc,Laminaria digitata,1120,0.24732142857142858,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
191,C1703,20241107_C1703_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,FALSE,TRUE,48,24204,1,L. digitata,BR,Autumn,Bognor,CUSO4,NA,NA,NA,0,0,10,0,NA,84,472,556,0.1510791366906475,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,556,0.1510791366906475,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
192,C1704,20241107_C1704_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,FALSE,TRUE,48,24205,1,L. digitata,BR,Autumn,Bognor,CUSO4,NA,NA,NA,0,0,10,0,NA,364,961,1325,0.2747169811320755,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,1325,0.2747169811320755,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
193,C1705,20241107_C1705_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,FALSE,TRUE,48,24206,1,L. digitata,BR,Autumn,Bognor,CUSO4,NA,NA,NA,0,0,10,0,NA,509,1520,2029,0.25086249383932974,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,2029,0.25086249383932974,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
194,C1706,20241107_C1706_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,FALSE,TRUE,48,24211,1,L. digitata,BR,Autumn,Bognor,CUSO4,NA,NA,NA,0,0,100,0,NA,16663,28129,44792,0.37200839435613503,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,44792,0.37200839435613503,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
195,C1707,20241107_C1707_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,FALSE,TRUE,48,24212,1,L. digitata,BR,Autumn,Bognor,CUSO4,NA,NA,NA,0,0,100,0,NA,18481,33706,52187,0.35413033897330753,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,52187,0.35413033897330753,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
196,C1708,20241107_C1708_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,FALSE,TRUE,48,24213,1,L. digitata,BR,Autumn,Bognor,CUSO4,NA,NA,NA,0,0,100,0,NA,11282,19746,31028,0.3636070645868248,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,31028,0.3636070645868248,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
197,C1709,20241107_C1709_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,TRUE,TRUE,48,24214,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,21058,35756,56814,0.3706480796986658,none,NA,NA,NA,NA,NA,2024,NA,control,Laminaria digitata,56814,0.3706480796986658,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
198,C1710,20241107_C1710_clip.mp4,504,7.2,NA,7.2,7.2,FALSE,NA,NA,TRUE,TRUE,48,24215,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,20515,34483,54998,0.37301356412960474,none,NA,NA,NA,NA,NA,2024,NA,control,Laminaria digitata,54998,0.37301356412960474,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
199,C1711,20241107_C1711_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24216,1,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,1807,2938,4745,0.38082191780821917,none,NA,NA,NA,NA,NA,2024,NA,control,Laminaria digitata,4745,0.38082191780821917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
200,C1712,20241107_C1712_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,44,2,14,L. hyperborea,EB,Autumn,Eastbourne,CONTROL,NA,NA,NA,0,0,0,0,NA,22236,40073,62309,0.3568665842815645,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria hyperborea,62309,0.3568665842815645,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
201,C1713,20241107_C1713_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,44,2,14,L. hyperborea,EB,Autumn,Eastbourne,CONTROL,NA,NA,NA,0,0,0,0,NA,21391,37113,58504,0.3656331191029673,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria hyperborea,58504,0.3656331191029673,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
202,C1714,20241107_C1714_clip.mp4,504,6.1,NA,6.1,6.1,FALSE,NA,NA,TRUE,FALSE,44,2,14,L. hyperborea,EB,Autumn,Eastbourne,CONTROL,NA,NA,NA,0,0,0,0,NA,23684,40458,64142,0.36924324155779364,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria hyperborea,64142,0.36924324155779364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
203,C1715,20241107_C1715_clip.mp4,504,6.3,NA,6.3,6.3,FALSE,NA,NA,TRUE,FALSE,45,4,14,S. latissima,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,28734,40093,68827,0.4174815116160809,none,NA,NA,NA,NA,NA,2024,NA,NA,Saccharina latissima,68827,0.4174815116160809,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
204,C1716,20241107_C1716_clip.mp4,504,6.3,NA,6.3,6.3,FALSE,NA,NA,TRUE,FALSE,45,4,14,S. latissima,DV,Autumn,Dover,CONTROL,NA,NA,NA,0,0,0,0,NA,7171,21166,28337,0.25306136852877864,none,NA,NA,NA,NA,NA,2024,NA,NA,Saccharina latissima,28337,0.25306136852877864,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
205,C1717,20241107_C1717_clip.mp4,504,6.3,NA,6.3,6.3,FALSE,NA,NA,TRUE,FALSE,42,3,14,S. latissima,EB,Autumn,Eastbourne,CONTROL,NA,NA,NA,0,0,0,0,NA,25784,40574,66358,0.3885590283010338,none,NA,NA,NA,NA,NA,2024,NA,NA,Saccharina latissima,66358,0.3885590283010338,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
206,C1718,20241107_C1718_clip.mp4,504,6.3,NA,6.3,6.3,FALSE,NA,NA,TRUE,FALSE,42,3,14,S. latissima,EB,Autumn,Eastbourne,CONTROL,NA,NA,NA,0,0,0,0,NA,24291,40822,65113,0.3730591433354323,none,NA,NA,NA,NA,NA,2024,NA,NA,Saccharina latissima,65113,0.3730591433354323,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
207,C1719,20241111_C1719_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,7,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,38224,29811,68035,0.5618284706401117,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,68035,0.5618284706401117,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
208,C1720,20241111_C1720_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,7,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,39373,31941,71314,0.5521075805592169,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,71314,0.5521075805592169,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
209,C1721,20241111_C1721_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,8,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,29892,25744,55636,0.5372780214249766,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,55636,0.5372780214249766,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
210,C1722,20241111_C1722_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,8,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,39433,39976,79409,0.4965809920789835,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,79409,0.4965809920789835,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
211,C1724,20241111_C1724_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24191,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,30311,43520,73831,0.410545705733364,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,73831,0.410545705733364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
212,C1725,20241111_C1725_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24192,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,40762,76337,117099,0.3480986174092008,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,117099,0.3480986174092008,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
213,C1726,20241111_C1726_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24193,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,27558,78770,106328,0.2591791437815063,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,106328,0.2591791437815063,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
214,C1727,20241111_C1727_clip.mp4,504,6.2,NA,6.2,6.2,FALSE,NA,NA,TRUE,TRUE,48,24194,5,L. digitata,BR,Autumn,Bognor,CONTROL,NA,NA,NA,0,0,0,0,NA,6924,10964,17888,0.3870751341681574,none,NA,NA,NA,NA,NA,2024,NA,NA,Laminaria digitata,17888,0.3870751341681574,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,FALSE,NA,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA
