VERSION,5.2,AQUAtalk:V4.42,OS:V6.2,,,,,,,,,,,,,,,
LOGGER TYPE,AQUAlogger 310TYPT5 max50m ,,,,,,,,,,,,,,,,,
LOGGER,2554-327,,,,,,,,,,,,,,,,,
REGIME,,,,,,,,,,,,,,,,,,
REGIME TITLE, Logging Mode, Start At, Burst Mode, Interval, Samples Per Burst, Within Burst Sample Rate, Samples Per Average, Intermittent Logging, Hours per Day, Days per Month, Months per Year,,,,,,,
Sample,30/09/2024 19:25,23,9369991,5.425079,8388484,0.038725,12165319,18.633169,3128194,1.020505,97.054001,2199.100098,1945.722654,,0.13889,,3891.445312,
Sample,30/09/2024 19:25,23,9369944,5.424821,8388475,0.038676,12165109,18.635567,3128053,1.020458,95.764999,2197.199951,1944.116536,,0.137999,,3888.233154,
Sample,30/09/2024 19:25,23,9369911,5.424639,8388483,0.03872,12164914,18.637794,3128182,1.020501,94.459,2199.699951,1946.229686,,0.138814,,3892.459473,
Sample,30/09/2024 19:25,23,9370187,5.426157,8388478,0.038692,12164080,18.647317,3128114,1.020478,88.115005,2198.600098,1945.300024,,0.138384,,3890.600098,
Sample,30/09/2024 19:25,23,9370042,5.42536,8388478,0.038692,12163894,18.649441,3128256,1.020525,87.284996,2199.5,1946.060675,,0.139281,,3892.121338,
Sample,30/09/2024 19:25,23,9369981,5.425024,8388484,0.038725,12163726,18.651359,3128147,1.020489,86.407997,2198.699951,1945.384426,,0.138593,,3890.768799,
Sample,30/09/2024 19:25,23,9369939,5.424793,8388479,0.038698,12163594,18.652867,3128182,1.020501,85.582993,2199.100098,1945.722654,,0.138814,,3891.445312,
Sample,30/09/2024 19:25,23,9369892,5.424535,8388482,0.038714,12163479,18.65418,3128124,1.020482,84.529007,2199.699951,1946.229686,,0.138447,,3892.459473,
Sample,30/09/2024 19:25,23,9370165,5.426036,8388481,0.038709,12162945,18.660278,3128253,1.020524,75.447006,2199.699951,1946.229686,,0.139262,,3892.459473,
Sample,30/09/2024 19:25,23,9370026,5.425272,8388479,0.038698,12162803,18.6619,3128228,1.020516,74.179001,2199.600098,1946.145284,,0.139104,,3892.290527,
Sample,30/09/2024 19:25,23,9369958,5.424898,8388477,0.038687,12162694,18.663145,3128256,1.020525,73.272003,2199.100098,1945.722654,,0.139281,,3891.445312,
Sample,30/09/2024 19:25,23,9369913,5.42465,8388483,0.03872,12162595,18.664275,3128258,1.020526,72.483994,2200.399902,1946.821326,,0.139294,,3893.642578,
Sample,30/09/2024 19:25,23,9369884,5.424491,8388478,0.038692,12162510,18.665246,3128402,1.020573,71.792999,2199.399902,1945.976066,,0.140203,,3891.952148,
Sample,30/09/2024 19:25,23,9370142,5.425909,8388480,0.038703,12162199,18.668798,3128285,1.020534,66.560997,2199.300049,1945.891664,,0.139464,,3891.783447,
Sample,30/09/2024 19:25,23,9370012,5.425195,8388476,0.038681,12162062,18.670362,3128309,1.020542,66.065002,2198.899902,1945.553437,,0.139616,,3891.106934,
Sample,30/09/2024 19:25,23,9369954,5.424876,8388479,0.038698,12161992,18.671162,3128405,1.020574,65.552002,2201.100098,1947.413173,,0.140222,,3894.826416,
Sample,30/09/2024 19:25,23,9369896,5.424557,8388479,0.038698,12161916,18.67203,3128367,1.020561,65.081001,2200.300049,1946.736924,,0.139982,,3893.473877,
Sample,30/09/2024 19:25,23,9369851,5.424309,8388480,0.038703,12161870,18.672555,3128335,1.020551,64.543999,2200.899902,1947.243956,,0.13978,,3894.487793,
Sample,30/09/2024 19:26,23,9370122,5.425799,8388472,0.038659,12161643,18.675148,3128104,1.020475,60.063,2198.800049,1945.469034,,0.138321,,3890.937988,
Sample,30/09/2024 19:26,23,9369971,5.424969,8388481,0.038709,12161538,18.676347,3128178,1.020499,59.559998,2198.100098,1944.877394,,0.138789,,3889.754883,
Sample,30/09/2024 19:26,23,9369918,5.424678,8388480,0.038703,12161468,18.677147,3128202,1.020507,59.088001,2198.5,1945.215415,,0.13894,,3890.430908,
Sample,30/09/2024 19:26,23,9369884,5.424491,8388482,0.038714,12161420,18.677695,3128237,1.020519,58.674,2199.600098,1946.145284,,0.139161,,3892.290527,
Sample,30/09/2024 19:26,23,9369844,5.424271,8388477,0.038687,12161380,18.678152,3128181,1.0205,58.264,2200.399902,1946.821326,,0.138807,,3893.642578,
Sample,30/09/2024 19:26,23,9370109,5.425728,8388478,0.038692,12161264,18.679477,3128236,1.020518,56.396004,2199.199951,1945.807056,,0.139155,,3891.614014,
Sample,30/09/2024 19:26,23,9370296,5.426756,8388480,0.038703,12161408,18.677832,3128278,1.020532,198.309998,-13.789999,163.06752,,0.13942,,326.13504,
Sample,30/09/2024 19:26,23,9369910,5.424634,8388481,0.038709,12167420,18.609182,3158714,1.030535,133.019989,-14.31,109.376669,,0.324124,,218.753342,
Sample,30/09/2024 19:26,23,9369860,5.424359,8388484,0.038725,12173573,18.538957,3202925,1.045065,53.073997,-23.969999,43.633557,,0.57082,,87.267113,
Sample,30/09/2024 19:26,23,9369817,5.424122,8388481,0.038709,12176619,18.504206,3207188,1.046467,47.461002,-26.579998,39.017744,,0.593519,,78.035484,
Sample,30/09/2024 19:26,23,9370092,5.425634,8388479,0.038698,12179757,18.468413,3209038,1.047075,42.397003,-22.59,34.853394,,0.603317,,69.706787,
Sample,30/09/2024 19:26,23,9369948,5.424843,8388478,0.038692,12179727,18.468755,3208949,1.047046,41.246002,-23.9,33.906875,,0.602847,,67.813751,
Sample,30/09/2024 19:26,23,9369871,5.424419,8388485,0.038731,12179673,18.469371,3209138,1.047108,40.431999,-20.99,33.237485,,0.603846,,66.474968,
Sample,30/09/2024 19:26,23,9369829,5.424188,8388478,0.038692,12179644,18.469702,3209181,1.047122,39.938,-20.619999,32.831247,,0.604073,,65.662491,
Sample,30/09/2024 19:26,23,9369791,5.42398,8388487,0.038742,12179604,18.470158,3209192,1.047125,39.258999,-20.75,32.272875,,0.604131,,64.545746,
Sample,30/09/2024 19:26,23,9370069,5.425508,8388482,0.038714,12179549,18.470785,3209599,1.047259,38.514,-18.51,31.660229,,0.606282,,63.320457,
Sample,30/09/2024 19:26,23,9369916,5.424667,8388480,0.038703,12179498,18.471367,3209640,1.047273,38.105999,-19.08,31.324712,,0.606499,,62.649426,
Sample,30/09/2024 19:26,23,9369851,5.424309,8388476,0.038681,12179448,18.471937,3209672,1.047283,37.722,-18.810001,31.008933,,0.606668,,62.017864,
Sample,30/09/2024 19:26,23,9369814,5.424106,8388478,0.038692,12179419,18.472268,3209678,1.047285,37.556,-18.92,30.872424,,0.6067,,61.744846,
Sample,30/09/2024 19:26,23,9369771,5.42387,8388480,0.038703,12179349,18.473066,3209351,1.047178,37.374001,-19.68,30.722758,,0.604972,,61.445515,
Sample,30/09/2024 19:26,23,9370054,5.425425,8388483,0.03872,12179307,18.473545,3239406,1.057057,36.500999,-16.619999,30.00485,,0.760018,,60.009701,
Sample,30/09/2024 19:26,23,9369921,5.424694,8388479,0.038698,12179220,18.474538,3239673,1.057145,36.433998,-17.51,29.949752,,0.761364,,59.899506,
Sample,30/09/2024 19:26,23,9369851,5.424309,8388486,0.038736,12179160,18.475222,3242473,1.058065,36.378998,-18.6,29.904523,,0.775445,,59.809048,
Sample,30/09/2024 19:26,23,9369793,5.423991,8388477,0.038687,12179120,18.475678,3243180,1.058298,36.361,-19.23,29.889723,,0.778992,,59.779446,
Sample,30/09/2024 19:26,23,9369761,5.423815,8388481,0.038709,12179107,18.475826,3242770,1.058163,36.374001,-16.200001,29.900414,,0.776935,,59.800827,
Sample,30/09/2024 19:26,23,9370036,5.425327,8388479,0.038698,12179020,18.476819,3242458,1.05806,36.163002,-15.360001,29.7269,,0.77537,,59.4538,
Sample,30/09/2024 19:26,23,9369875,5.424441,8388480,0.038703,12178913,18.478039,3242564,1.058095,36.086002,-17.66,29.66358,,0.775902,,59.32716,
Sample,30/09/2024 19:26,23,9369827,5.424177,8388484,0.038725,12178836,18.478917,3242586,1.058102,36.081001,-17.860001,29.659467,,0.776012,,59.318935,
Sample,30/09/2024 19:26,23,9369783,5.423936,8388485,0.038731,12178798,18.479351,3242662,1.058127,36.049999,-15.94,29.633973,,0.776393,,59.267944,
Sample,30/09/2024 19:26,23,9369747,5.423738,8388480,0.038703,12178755,18.479841,3242697,1.058139,36.014999,-15.780001,29.605191,,0.776569,,59.210381,
Sample,30/09/2024 19:27,23,9370016,5.425217,8388482,0.038714,12178624,18.481335,3242482,1.058068,35.993,-16.619999,29.5871,,0.77549,,59.174198,
Sample,30/09/2024 19:27,23,9369869,5.424408,8388482,0.038714,12178529,18.482419,3242553,1.058092,36.008999,-14.49,29.600257,,0.775846,,59.200512,
Sample,30/09/2024 19:27,23,9369808,5.424073,8388480,0.038703,12178471,18.48308,3242563,1.058095,36.013,-16.34,29.603547,,0.775897,,59.207096,
Sample,30/09/2024 19:27,23,9369763,5.423826,8388484,0.038725,12178443,18.4834,3242506,1.058076,35.978996,-16.039999,29.575584,,0.775611,,59.151169,
Sample,30/09/2024 19:27,23,9369720,5.423589,8388481,0.038709,12178381,18.484107,3242581,1.058101,35.909,-16.59,29.518023,,0.775987,,59.036045,
Sample,30/09/2024 19:27,23,9370007,5.425167,8388481,0.038709,12178283,18.485225,3242698,1.058139,35.938,-15.12,29.541871,,0.776574,,59.08374,
Sample,30/09/2024 19:27,23,9369858,5.424348,8388481,0.038709,12178184,18.486354,3242723,1.058147,35.936001,-14.88,29.540227,,0.776699,,59.080456,
Sample,30/09/2024 19:27,23,9369792,5.423985,8388482,0.038714,12178137,18.48689,3242917,1.058211,35.941002,-15.089999,29.54434,,0.777673,,59.08868,
Sample,30/09/2024 19:27,23,9369746,5.423732,8388478,0.038692,12178098,18.487335,3242983,1.058233,35.952,-13.93,29.553384,,0.778004,,59.106766,
Sample,30/09/2024 19:27,23,9369725,5.423617,8388484,0.038725,12178065,18.487711,3242903,1.058207,36.021004,-13.35,29.610129,,0.777602,,59.220257,
Sample,30/09/2024 19:27,23,9369979,5.425013,8388477,0.038687,12177988,18.488589,3242859,1.058192,36.238998,-11.83,29.789395,,0.777382,,59.578789,
Sample,30/09/2024 19:27,23,9369842,5.42426,8388479,0.038698,12177877,18.489856,3242817,1.058178,36.245003,-12.98,29.794333,,0.777171,,59.588665,
Sample,30/09/2024 19:27,23,9369769,5.423859,8388486,0.038736,12177828,18.490415,3242867,1.058195,36.277,-13.839999,29.820646,,0.777422,,59.641293,
Sample,30/09/2024 19:27,23,9369720,5.423589,8388483,0.03872,12177801,18.490722,3242961,1.058226,36.286003,-10.95,29.828049,,0.777893,,59.656097,
Sample,30/09/2024 19:27,23,9369686,5.423402,8388482,0.038714,12177759,18.491202,3242957,1.058224,36.298,-13.82,29.837915,,0.777873,,59.675831,
Sample,30/09/2024 19:27,23,9369967,5.424947,8388482,0.038714,12177693,18.491954,3243153,1.058289,36.336998,-13.2,29.869985,,0.778856,,59.739971,
Sample,30/09/2024 19:27,23,9369813,5.424101,8388482,0.038714,12177600,18.493015,3243127,1.05828,36.323997,-13.710001,29.859294,,0.778726,,59.718586,
Sample,30/09/2024 19:27,23,9369751,5.42376,8388479,0.038698,12177534,18.493768,3243239,1.058317,36.342999,-11.62,29.874919,,0.779287,,59.74984,
Sample,30/09/2024 19:27,23,9369698,5.423468,8388481,0.038709,12177522,18.493905,3243189,1.058301,36.336998,-10.85,29.869985,,0.779037,,59.739971,
Sample,30/09/2024 19:27,23,9369660,5.423259,8388478,0.038692,12177488,18.494293,3243197,1.058303,36.297001,-12.26,29.837093,,0.779077,,59.674187,
Sample,30/09/2024 19:27,23,9369942,5.42481,8388479,0.038698,12177406,18.495228,3243130,1.058281,36.338997,-11.21,29.871628,,0.778741,,59.743256,
Sample,30/09/2024 19:27,23,9369800,5.424029,8388481,0.038709,12177306,18.496369,3243089,1.058268,36.379997,-11.309999,29.905345,,0.778535,,59.810688,
Sample,30/09/2024 19:27,23,9369739,5.423694,8388481,0.038709,12177272,18.496757,3243081,1.058265,36.381001,-12.63,29.90617,,0.778495,,59.81234,
Sample,30/09/2024 19:27,23,9369689,5.423419,8388479,0.038698,12177234,18.49719,3243129,1.058281,36.377998,-13.4,29.903701,,0.778736,,59.807404,
Sample,30/09/2024 19:27,23,9369657,5.423243,8388481,0.038709,12177216,18.497395,3243001,1.058239,36.363998,-11.79,29.892188,,0.778094,,59.784378,
Sample,30/09/2024 19:27,23,9369928,5.424733,8388484,0.038725,12177148,18.498171,3243227,1.058313,36.403999,-11.46,29.925083,,0.779227,,59.850166,
Sample,30/09/2024 19:27,23,9369787,5.423958,8388481,0.038709,12177064,18.499129,3243217,1.05831,36.389,-10.219999,29.912748,,0.779177,,59.825497,
Sample,30/09/2024 19:27,23,9369721,5.423595,8388483,0.03872,12177000,18.499859,3243172,1.058295,36.381001,-12.5,29.90617,,0.778951,,59.81234,
Sample,30/09/2024 19:27,23,9369670,5.423314,8388479,0.038698,12176979,18.500099,3243123,1.058279,36.372002,-11.16,29.89877,,0.778706,,59.797539,
Sample,30/09/2024 19:27,23,9369649,5.423199,8388479,0.038698,12176931,18.500646,3243201,1.058305,36.375,-11.09,29.901235,,0.779097,,59.802471,
Sample,30/09/2024 19:28,23,9369914,5.424656,8388483,0.03872,12176903,18.500966,3243202,1.058305,36.472,-11.059999,29.981003,,0.779102,,59.962006,
Sample,30/09/2024 19:28,23,9369771,5.42387,8388482,0.038714,12176810,18.502027,3243334,1.058348,36.526001,-11.99,30.02541,,0.779764,,60.050819,
Sample,30/09/2024 19:28,23,9369704,5.423501,8388485,0.038731,12176770,18.502483,3243328,1.058346,36.566998,-9.869,30.059123,,0.779734,,60.118248,
Sample,30/09/2024 19:28,23,9369666,5.423292,8388478,0.038692,12176738,18.502848,3243309,1.05834,36.611,-11.85,30.095309,,0.779638,,60.190617,
Sample,30/09/2024 19:28,23,9369617,5.423023,8388481,0.038709,12176709,18.503179,3243276,1.058329,36.650002,-9.721,30.127381,,0.779473,,60.254761,
Sample,30/09/2024 19:28,23,9369896,5.424557,8388476,0.038681,12176678,18.503533,3243381,1.058364,36.896004,-12.18,30.32968,,0.779999,,60.659359,
Sample,30/09/2024 19:28,23,9369754,5.423776,8388483,0.03872,12176583,18.504616,3243361,1.058357,36.875,-10.49,30.312407,,0.779899,,60.624813,
Sample,30/09/2024 19:28,23,9369674,5.423336,8388481,0.038709,12176545,18.50505,3243329,1.058347,36.816002,-9.414,30.263891,,0.779739,,60.527782,
Sample,30/09/2024 19:28,23,9369637,5.423133,8388481,0.038709,12176527,18.505255,3243397,1.058369,36.791,-9.918,30.243331,,0.780079,,60.48666,
Sample,30/09/2024 19:28,23,9369606,5.422962,8388481,0.038709,12176493,18.505643,3243371,1.05836,36.752998,-9.378,30.21208,,0.779949,,60.42416,
Sample,30/09/2024 19:28,23,9369891,5.424529,8388483,0.03872,12176471,18.505894,3243406,1.058372,36.549999,-8.467,30.045145,,0.780125,,60.09029,
Sample,30/09/2024 19:28,23,9369729,5.423639,8388483,0.03872,12176403,18.50667,3243293,1.058335,36.488998,-8.597,29.994981,,0.779558,,59.989964,
Sample,30/09/2024 19:28,23,9369663,5.423276,8388480,0.038703,12176354,18.507229,3243342,1.058351,36.438999,-9.844999,29.953865,,0.779804,,59.90773,
Sample,30/09/2024 19:28,23,9369614,5.423006,8388482,0.038714,12176310,18.507731,3243365,1.058358,36.392998,-9.091,29.916036,,0.779919,,59.832073,
Sample,30/09/2024 19:28,23,9369573,5.422781,8388479,0.038698,12176307,18.507765,3243385,1.058365,36.373001,-10.62,29.899592,,0.780019,,59.799183,
Sample,30/09/2024 19:28,23,9369860,5.424359,8388476,0.038681,12176306,18.507776,3243497,1.058402,36.43,-8.993,29.946465,,0.780581,,59.892929,
Sample,30/09/2024 19:28,23,9369697,5.423463,8388482,0.038714,12176215,18.508814,3243463,1.058391,36.448997,-9.187,29.962087,,0.78041,,59.924175,
Sample,30/09/2024 19:28,23,9369645,5.423177,8388482,0.038714,12176167,18.509362,3243472,1.058394,36.469002,-9.426,29.978537,,0.780455,,59.957073,
Sample,30/09/2024 19:28,23,9369594,5.422896,8388486,0.038736,12176152,18.509533,3243455,1.058388,36.470001,-9.43,29.979359,,0.78037,,59.958717,
Sample,30/09/2024 19:28,23,9369558,5.422699,8388481,0.038709,12176128,18.509807,3243536,1.058415,36.471001,-10.1,29.980181,,0.780776,,59.960361,
Sample,30/09/2024 19:28,23,9369853,5.42432,8388483,0.03872,12176128,18.509807,3243570,1.058426,36.448997,-8.524,29.962087,,0.780946,,59.924175,
Sample,30/09/2024 19:28,23,9369696,5.423457,8388483,0.03872,12176060,18.510583,3243602,1.058436,36.402,-9.472,29.923439,,0.781107,,59.846878,
Sample,30/09/2024 19:28,23,9369627,5.423078,8388481,0.038709,12176008,18.511176,3243621,1.058443,36.371002,-11.98,29.897948,,0.781202,,59.795895,
Sample,30/09/2024 19:28,23,9369573,5.422781,8388484,0.038725,12175980,18.511495,3243652,1.058453,36.358002,-10.54,29.887257,,0.781357,,59.774513,
Sample,30/09/2024 19:28,23,9369538,5.422589,8388480,0.038703,12175958,18.511746,3243643,1.05845,36.341,-9.091,29.873275,,0.781312,,59.746552,
Sample,30/09/2024 19:28,23,9369820,5.424139,8388480,0.038703,12175972,18.511586,3243716,1.058474,36.226002,-10.84,29.778708,,0.781678,,59.557415,
Sample,30/09/2024 19:28,23,9369671,5.42332,8388479,0.038698,12175883,18.512602,3243711,1.058472,36.138,-9.13,29.70634,,0.781653,,59.412682,
Sample,30/09/2024 19:28,23,9369609,5.422979,8388484,0.038725,12175839,18.513104,3243773,1.058493,36.136002,-7.843,29.704696,,0.781964,,59.409393,
Sample,30/09/2024 19:28,23,9369571,5.42277,8388478,0.038692,12175829,18.513218,3243829,1.058511,36.127998,-9.26,29.698115,,0.782244,,59.396229,
Sample,30/09/2024 19:28,23,9369530,5.422545,8388484,0.038725,12175817,18.513355,3243666,1.058457,36.125999,-10.45,29.696471,,0.781427,,59.392944,
Sample,30/09/2024 19:29,23,9369807,5.424068,8388479,0.038698,12175823,18.513286,3243821,1.058508,36.128998,-8.333,29.698937,,0.782204,,59.397873,
Sample,30/09/2024 19:29,23,9369664,5.423281,8388481,0.038709,12175739,18.514245,3243799,1.058501,36.109001,-9.843,29.682493,,0.782094,,59.364986,
Sample,30/09/2024 19:29,23,9369596,5.422907,8388478,0.038692,12175706,18.514621,3243819,1.058508,36.094002,-8.211,29.670158,,0.782194,,59.340317,
Sample,30/09/2024 19:29,23,9369542,5.422611,8388485,0.038731,12175699,18.514701,3243867,1.058524,36.066998,-10.58,29.647951,,0.782434,,59.295902,
Sample,30/09/2024 19:29,23,9369506,5.422413,8388483,0.03872,12175654,18.515214,3243816,1.058507,36.049,-8.224001,29.633151,,0.782179,,59.266304,
Sample,30/09/2024 19:29,23,9369792,5.423985,8388480,0.038703,12175685,18.514861,3243928,1.058544,36.026001,-7.133,29.614238,,0.78274,,59.228477,
Sample,30/09/2024 19:29,23,9369643,5.423166,8388477,0.038687,12175607,18.51575,3243850,1.058518,36.026001,-8.09,29.614238,,0.782349,,59.228477,
Sample,30/09/2024 19:29,23,9369586,5.422852,8388482,0.038714,12175568,18.516195,3243794,1.0585,36.019001,-8.384001,29.608482,,0.782069,,59.216965,
Sample,30/09/2024 19:29,23,9369532,5.422556,8388479,0.038698,12175542,18.516492,3243905,1.058536,35.970001,-8.094,29.568187,,0.782625,,59.136375,
Sample,30/09/2024 19:29,23,9369490,5.422325,8388480,0.038703,12175537,18.516549,3243982,1.058561,35.924999,-6.374,29.53118,,0.78301,,59.062359,
Sample,30/09/2024 19:29,23,9369766,5.423842,8388483,0.03872,12175560,18.516287,3244029,1.058577,35.970001,-7.540999,29.568187,,0.783246,,59.136375,
Sample,30/09/2024 19:29,23,9369622,5.42305,8388482,0.038714,12175475,18.517256,3243937,1.058547,35.966,-8.709001,29.564896,,0.782785,,59.129791,
Sample,30/09/2024 19:29,23,9369570,5.422765,8388481,0.038709,12175438,18.517679,3243971,1.058558,35.978996,-6.533,29.575584,,0.782955,,59.151169,
Sample,30/09/2024 19:29,23,9369516,5.422468,8388479,0.038698,12175407,18.518032,3243937,1.058547,35.974998,-7.724,29.572297,,0.782785,,59.144592,
Sample,30/09/2024 19:29,23,9369490,5.422325,8388480,0.038703,12175405,18.518055,3243982,1.058561,35.976997,-8.265,29.57394,,0.78301,,59.147881,
Sample,30/09/2024 19:29,23,9369762,5.42382,8388480,0.038703,12175422,18.517861,3244081,1.058594,36.017998,-7.915999,29.607657,,0.783506,,59.215313,
Sample,30/09/2024 19:29,23,9369606,5.422962,8388477,0.038687,12175358,18.518591,3244038,1.05858,36.021999,-8.611,29.610947,,0.783291,,59.221893,
Sample,30/09/2024 19:29,23,9369549,5.422649,8388479,0.038698,12175324,18.518979,3244062,1.058588,35.997002,-7.503,29.590391,,0.783411,,59.180782,
Sample,30/09/2024 19:29,23,9369507,5.422418,8388476,0.038681,12175298,18.519276,3244090,1.058597,35.985001,-8.122999,29.580522,,0.783551,,59.161045,
Sample,30/09/2024 19:29,23,9369462,5.422171,8388480,0.038703,12175284,18.519435,3244017,1.058573,35.983002,-7.784,29.578878,,0.783186,,59.157757,
Sample,30/09/2024 19:29,23,9369747,5.423738,8388479,0.038698,12175311,18.519127,3244191,1.05863,36.001999,-6.424001,29.5945,,0.784057,,59.188999,
Sample,30/09/2024 19:29,23,9369594,5.422896,8388480,0.038703,12175231,18.52004,3244231,1.058643,35.998001,-7.023,29.591213,,0.784257,,59.182426,
Sample,30/09/2024 19:29,23,9369529,5.422539,8388486,0.038736,12175207,18.520314,3244198,1.058632,36.011002,-7.172999,29.601903,,0.784092,,59.203808,
Sample,30/09/2024 19:29,23,9369485,5.422297,8388481,0.038709,12175180,18.520622,3244183,1.058627,36.026001,-7.59,29.614238,,0.784017,,59.228477,
Sample,30/09/2024 19:29,23,9369442,5.422061,8388477,0.038687,12175159,18.520862,3244262,1.058653,36.047001,-8.439,29.631507,,0.784412,,59.263016,
Sample,30/09/2024 19:29,23,9369721,5.423595,8388478,0.038692,12175190,18.520508,3244310,1.058669,36.226002,-8.783,29.778708,,0.784653,,59.557415,
Sample,30/09/2024 19:29,23,9369582,5.42283,8388482,0.038714,12175107,18.521455,3244277,1.058658,36.243,-5.2,29.792686,,0.784488,,59.585373,
Sample,30/09/2024 19:29,23,9369516,5.422468,8388479,0.038698,12175072,18.521854,3244216,1.058638,36.23,-6.359,29.781995,,0.784182,,59.563992,
Sample,30/09/2024 19:29,23,9369467,5.422198,8388479,0.038698,12175056,18.522037,3244332,1.058676,36.201,-6.622,29.758148,,0.784763,,59.516296,
Sample,30/09/2024 19:29,23,9369427,5.421978,8388485,0.038731,12175041,18.522208,3244233,1.058644,36.202999,-5.833,29.759791,,0.784267,,59.519585,
Sample,30/09/2024 19:30,23,9369702,5.42349,8388480,0.038703,12175057,18.522025,3244462,1.058719,36.193001,-7.42,29.751569,,0.785414,,59.503139,
Sample,30/09/2024 19:30,23,9369560,5.42271,8388481,0.038709,12174987,18.522824,3244334,1.058677,36.18,-7.806,29.740879,,0.784773,,59.481758,
Sample,30/09/2024 19:30,23,9369503,5.422396,8388485,0.038731,12174964,18.523086,3244406,1.058701,36.178997,-8.693,29.740054,,0.785133,,59.480106,
Sample,30/09/2024 19:30,23,9369449,5.422099,8388481,0.038709,12174952,18.523223,3244376,1.058691,36.173,-9.155001,29.735122,,0.784983,,59.470245,
Sample,30/09/2024 19:30,23,9369405,5.421857,8388484,0.038725,12174921,18.523577,3244359,1.058685,36.161999,-7.944,29.726075,,0.784898,,59.452148,
Sample,30/09/2024 19:30,23,9369690,5.423424,8388484,0.038725,12174966,18.523063,3244462,1.058719,36.128998,-6.337,29.698937,,0.785414,,59.397873,
Sample,30/09/2024 19:30,23,9369537,5.422583,8388482,0.038714,12174883,18.52401,3244377,1.058691,36.111,-3.949,29.684137,,0.784988,,59.368275,
Sample,30/09/2024 19:30,23,9369474,5.422237,8388486,0.038736,12174845,18.524444,3244417,1.058704,36.099998,-4.806,29.67509,,0.785188,,59.350178,
Sample,30/09/2024 19:30,23,9369429,5.421989,8388474,0.03867,12174843,18.524467,3244437,1.058711,36.09,-6.688,29.666867,,0.785288,,59.333736,
Sample,30/09/2024 19:30,23,9369404,5.421852,8388483,0.03872,12174817,18.524763,3244492,1.058729,36.081001,-6.499001,29.659467,,0.785564,,59.318935,
Sample,30/09/2024 19:30,23,9369665,5.423287,8388480,0.038703,12174864,18.524227,3244534,1.058743,35.966999,-6.524001,29.565718,,0.785774,,59.131435,
Sample,30/09/2024 19:30,23,9369527,5.422528,8388479,0.038698,12174781,18.525174,3244500,1.058732,35.956001,-5.158,29.556674,,0.785604,,59.11335,
Sample,30/09/2024 19:30,23,9369456,5.422138,8388479,0.038698,12174748,18.525551,3244401,1.058699,35.969002,-8.709001,29.567365,,0.785108,,59.134731,
Sample,30/09/2024 19:30,23,9369405,5.421857,8388480,0.038703,12174728,18.525779,3244442,1.058713,35.959999,-4.81,29.559962,,0.785313,,59.119923,
Sample,30/09/2024 19:30,23,9369368,5.421654,8388478,0.038692,12174706,18.52603,3244464,1.05872,35.933998,-5.56,29.53858,,0.785424,,59.07716,
Sample,30/09/2024 19:30,23,9369654,5.423226,8388476,0.038681,12174753,18.525494,3244577,1.058757,35.858002,-6.043,29.476085,,0.785989,,58.952171,
Sample,30/09/2024 19:30,23,9369507,5.422418,8388477,0.038687,12174674,18.526395,3244587,1.05876,35.834,-7.616,29.456347,,0.786039,,58.912693,
Sample,30/09/2024 19:30,23,9369451,5.42211,8388478,0.038692,12174641,18.526771,3244540,1.058745,35.814999,-8.115,29.440722,,0.785804,,58.881443,
Sample,30/09/2024 19:30,23,9369400,5.42183,8388481,0.038709,12174618,18.527034,3244466,1.05872,35.806999,-8.045,29.434143,,0.785434,,58.868286,
Sample,30/09/2024 19:30,23,9369358,5.421599,8388480,0.038703,12174595,18.527296,3244594,1.058762,35.786999,-5.272,29.417696,,0.786074,,58.835392,
Sample,30/09/2024 19:30,23,9369625,5.423067,8388480,0.038703,12174647,18.526703,3244564,1.058753,35.776001,-6.581,29.408652,,0.785924,,58.817303,
Sample,30/09/2024 19:30,23,9369500,5.42238,8388481,0.038709,12174567,18.527616,3244501,1.058732,35.769001,-8.231,29.402896,,0.785609,,58.80579,
Sample,30/09/2024 19:30,23,9369430,5.421995,8388484,0.038725,12174526,18.528084,3244477,1.058724,35.776001,-7.496,29.408652,,0.785489,,58.817303,
Sample,30/09/2024 19:30,23,9369377,5.421703,8388478,0.038692,12174502,18.528357,3244468,1.058721,35.77,-5.125,29.403718,,0.785444,,58.807434,
Sample,30/09/2024 19:30,23,9369340,5.4215,8388481,0.038709,12174499,18.528392,3244552,1.058749,35.785,-4.974,29.416052,,0.785864,,58.832104,
Sample,30/09/2024 19:30,23,9369626,5.423072,8388476,0.038681,12174560,18.527696,3244586,1.05876,35.829998,-6.266,29.453056,,0.786034,,58.906113,
Sample,30/09/2024 19:30,23,9369471,5.42222,8388481,0.038709,12174483,18.528574,3244652,1.058782,35.848999,-7.189,29.468682,,0.786364,,58.937363,
Sample,30/09/2024 19:30,23,9369411,5.42189,8388481,0.038709,12174441,18.529053,3244569,1.058754,35.829998,-4.374,29.453056,,0.785949,,58.906113,
Sample,30/09/2024 19:30,23,9369367,5.421648,8388483,0.03872,12174430,18.529179,3244566,1.058753,35.826,-8.868,29.449769,,0.785934,,58.899536,
Sample,30/09/2024 19:30,23,9369340,5.4215,8388483,0.03872,12174415,18.52935,3244586,1.05876,35.806,-5.762,29.433321,,0.786034,,58.866642,
Sample,30/09/2024 19:31,23,9369602,5.42294,8388476,0.038681,12174448,18.528973,3244713,1.058802,35.689999,-4.713,29.337929,,0.78667,,58.675858,
